Event,Latitude,Longitude,Elevation [m],Depth [m],SST (1-12) [°C],O. universa [%],G. conglobatus [%],G. ruber [%],G. tenellus [%],G. sacculifer [%],S. dehiscens [%],G. aequilateralis [%],G. calida [%],G. bulloides [%],G. falconensis [%],G. digitata [%],G. rubescens [%],G. quinqueloba [%],N. pachyderma s [%],N. pachyderma d [%],N. dutertrei [%],G. conglomerata [%],G. hexagona [%],P. obliquiloculata [%],G. inflata [%],G. truncatulinoides s [%],G. truncatulinoides d [%],G. crassaformis [%],G. hirsuta [%],G. scitula [%],G. glutinata [%]
RC11-21,-17.27,-35.97,-4021,0,26.346,1.75,8.06,67.76,0.35,7.36,0,3.15,1.4,0,0,1.05,0,0,0,0,0.35,0,0,0,0.7,0.7,2.8,0.35,0,0,4.21
RC11-22,-20.17,-32.7,-4167,0.03,25.707,0.33,3.3,77.97,0,3.3,0,2.75,2.42,0,0,1.54,0,0,0,0,0.33,0,0,0,0.33,0.66,2.75,0.33,0.66,0,3.3
RC11-230,-8.8,-110.8,-3259,0.01,24.758,1.02,1.36,17.67,0.91,17.55,0.34,7.25,1.02,3.17,0.11,0.11,0,0,0.11,0,16.65,5.1,0.79,7.13,0.11,0,0,0,0,0.11,19.48
RC11-238,-1.517,-85.82,-2573,0.01,22.962,0,0,1.38,0,2.76,0,1.81,0.43,6.06,0,0.64,0.21,0,0.21,5.21,77.36,0,0.21,0.43,0,0,0,0,0,0.43,2.87
RC11-255,30.75,-75.32,-3728,0,24.602,0.86,0.86,38.88,3.33,9.24,0,10.96,2.47,1.4,6.44,0,0.86,0,0,0,3.65,0,0,1.93,1.72,6.12,1.72,0,1.72,0,7.84
RC11-26,-28.58,-30.07,-2349,0,22.389,0.76,2.16,50.65,4.86,2.7,0,3.67,3.67,0.22,4.86,0.97,1.19,0,0,0.76,0.22,0,0,0,3.13,0.76,5.51,0.76,2.38,3.13,7.67
RC11-260,38.033,-70.8,-3740,0,21.25,0.2,0.61,3.78,0,0.72,0,0.2,0,12.37,0.92,0,0,0,0.2,17.59,36.81,0,0,0.2,21.68,0.2,0,0,0,0,4.5
RC11-35,-34.72,-35.1,-4319,0,18.479,0,0.92,31.52,0,1.85,0,1.23,0,3.59,7.91,0.31,0.31,0,0,9.96,10.57,0,0,0,15.4,6.67,1.54,0,4.83,0.92,2.46
RC11-37,-31.98,-35.53,-2578,0,20.58,2.01,3.28,32.8,3.28,5.93,0,3.7,2.01,0.95,10.26,0.32,0.32,0,0,0.32,0.63,0,0,0,15.24,0.63,6.98,0,6.35,1.69,3.28
RC11-78,-50.87,-9.867,-3115,0,2.279,0,0,0.3,0,0,0,0,0,0.6,0,0,0,0.6,96.59,1.91,0,0,0,0,0,0,0,0,0,0,0
RC11-78,-50.87,-9.867,-3115,0,2.279,0,0,0.3,0,0,0,0,0,0.6,0,0,0,0.6,97.09,1.41,0,0,0,0,0,0,0,0,0,0,0
RC11-79,-49,-4.6,-3385,0,2.931,0,0,0,0,0,0,0,0,1.01,0,0,0,0,95.36,2.32,0.5,0,0,0,0.81,0,0,0,0,0,0
RC11-79,-49,-4.6,-3385,0,2.931,0,0,0,0,0,0,0,0,1.01,0,0,0,0,95.56,2.32,0.3,0,0,0,0.81,0,0,0,0,0,0
RC11-80,-46.75,-0.05,-3656,0,5.839,0,0,0,0,0,0,0,0,24.67,0.3,0,0,0.3,25.79,0.3,1.12,0,0,0,43.15,2.74,0,0,0,0.3,1.32
RC11-80,-46.75,-0.05,-3656,0,5.839,0,0,0,0,0,0,0,0,24.67,0.3,0,0,0.3,25.79,0.3,1.12,0,0,0,43.15,2.74,0,0,0,0.3,1.32
RC11-86,-35.78,18.45,-2829,0,18.289,0,0.31,6.64,0,3.73,0,0.62,0.31,6.95,9.44,0,0,0,1.56,10.37,17.63,0,0,0,31.74,2.18,0,0,0.62,1.24,6.64
RC11-9,7.633,-48.08,-4310,0.01,27.517,1.46,0.42,54.37,0,24.43,0,5.93,0.42,0,0.73,0,1.46,0,0,0,1.87,0,0,1.87,0,0,0,0,0,0.42,6.65
RC12-121,-3.733,168.38,-3519,0.01,29.02,0.31,14.71,38.89,0.72,0,0.31,13.99,8.02,0.31,0,0,0.31,0,0,0.31,0,0.72,0.72,20.68,0,0,0,0,0,0,0
RC12-138,33,134.15,-605,0.01,22.585,0.4,1,14.11,0.5,3.1,0,0.6,0,23.02,2.2,0,0.2,0.3,0.1,6.61,21.62,0,0,4.6,10.01,0.4,0.2,0.7,0,0.3,10.01
RC12-139,32.3,134.15,-3153,0.01,23.145,0.2,0.51,5.36,0,0.71,0,0,0,12.04,0,0.51,0,0,0.2,13.97,30.47,0,0,7.39,26.01,0,1.21,0,0,0,1.42
RC12-143,29.767,133.28,-2350,0.01,24.243,3.05,4.57,9.65,0,5.89,0.41,1.02,0.1,9.55,1.02,0.2,0,0,0,15.96,11.08,0,0,1.73,20.53,0.1,8.43,1.32,0.3,0.41,4.67
RC12-146,29.55,131.42,-3922,0.01,24.376,0.67,2.67,8.8,0.67,3.01,0,1,0.33,8.46,4.01,0,0.33,0,0,0,23.94,0,0,10.8,21.49,0,0.67,0.67,0.33,0.33,11.8
RC12-233,-56.83,-66.93,-1866,0.01,4.924,0.3,0,0,0,0,0,0,0,38.45,0.3,0,0,5.82,33.23,3.21,1.2,0,0,0,8.13,4.92,0,0.9,0,0.3,3.21
RC12-235,-50.43,-54.13,-1525,0,6.322,0,0,0,0,0,0,0,0,30.64,0.51,0,0,3.34,49.85,2.12,0.91,0,0,0,6.37,2.43,0,0,0,0,3.84
RC12-241,-43.47,-57.67,-3499,0,9.526,0,0,0,0,0,0,0,0,23.43,0,0,0,4.92,15.17,9.62,17.15,0,0,0,25.73,2.62,0,0,0,0,1.36
RC12-266,-39.82,-24.8,-3939,0,14.668,0.72,0,1.94,0,0,0,0,0,11.64,3.27,0,0,2.25,0.72,21.55,13.89,0,0,0,31.46,9.4,0,0.2,1.53,0.2,1.23
RC12-268,-37.87,-28.87,-3933,0,16.44,0.31,0,3.06,0,0.31,0,0,0,7.24,0.92,0,0,0.31,2.45,30.38,14.58,0,0,0,27.62,5.5,0.31,0,6.73,0,0.31
RC12-291,-42.58,-17.8,-3508,0,10.113,0.31,0,0,0,0,0,0.31,0,41.88,1.88,0,0,10.83,2.81,3.54,9.17,0,0,0,14.58,9.58,0.31,0,0,0,4.79
RC12-291,-42.58,-17.8,-3508,0,10.113,0.31,0,0,0,0,0,0.31,0,41.88,1.88,0,0,10.83,2.81,4.17,8.54,0,0,0,14.58,9.58,0.31,0,0,0,4.79
RC12-292,-39.68,-15.48,-3541,0,14.438,0.51,0,0,0,0,0,0,0,8.2,13.63,0,0,1.54,1.02,4.61,1.33,0,0,0,42.32,5.43,0.31,0,7.48,1.54,12.09
RC12-293,-36.88,-13.15,-3393,0.02,17.944,0.51,0,2.57,0.31,0,0,0.82,0,9.77,31.89,0,0,1.34,0,2.06,3.4,0,0,0,30.14,7.72,0.82,0,2.37,1.85,4.42
RC12-294,-37.27,-10.1,-3308,0,17.325,0.31,0,1.13,0,0,0,0,0.51,20.82,18.87,0,0,1.44,1.44,5.85,6.67,0,0,0,28.92,8.1,0.31,0,3.08,0.31,2.26
RC12-297,-36.15,-6.717,-3528,0,17.53,0.21,0,1.76,0,0,0,0,0.21,29.68,3.31,0,0,0.52,1.55,17.37,5.27,0,0,0,31.75,5.07,0.52,0,1.76,0,1.03
RC12-298,-34.95,-4.75,-2213,0,18.395,0.62,0,4.47,0,0,0,0.31,0.62,12.37,15.9,0,0,3.64,0.62,16.22,5.41,0,0,0,27.34,4.78,1.56,0.31,3.33,1.25,1.25
RC12-299,-34.083,-1,-4296,0.02,17.732,0.81,0,2.53,0,0.41,0.2,0.41,0,5.37,2.13,0.61,0,0.41,0.81,27.05,12.66,0,0,0,34.35,1.22,3.34,0,7.29,0,0.41
RC12-300,-32.88,2.833,-4652,0.01,18.784,0.51,0,5.4,0,0,0.31,1.63,0.82,4.59,2.14,0.82,0,0,0.82,16.82,11.42,0,0,0,46.48,1.94,0.31,0,5.71,0,0.31
RC12-303,-30.48,11.55,-4250,0,18.722,0,0,2.75,0,0,0,1.22,0,0.81,0.41,1.22,0,0,0.81,23.42,10.69,0,0,0,53.46,1.63,0.41,0,3.16,0,0
RC12-304,-33.22,29.183,-3290,0,21.814,0.83,0.62,32.16,0,9.2,0,4.55,1.76,2.9,4.86,0,0.62,0,0,0,7.76,0,0,1.76,16.65,0,0,0,0,0,16.34
RC12-328,-3.95,60.6,-3087,0,28.361,0,1.98,43.53,0,9.5,0.31,3.65,2.82,7.31,0,0.31,1.36,0,0,0,12.94,0.31,0.31,2.82,0,0,0,0,0,1.36,11.48
RC12-33,14.833,-93.95,-412,0.01,28.684,0.68,0,10.14,1.25,3.19,0,1.03,3.76,29.61,0.68,0.23,0.8,0,0,0.68,24.6,0,0.68,0,0,0,0,0,0,0.23,22.44
RC12-330,-2.833,67.717,-3834,0,28.862,1.67,0,39.06,1.15,6.88,0,4.58,1.88,5.94,0,1.15,0.94,0,0,0,11.25,0.21,3.33,2.4,0,0,0.73,0.94,0,0.94,16.98
RC12-331,-2.5,69.867,-3941,0,28.809,0.44,7.4,15.24,0,14.05,0,5.92,2.66,3.11,0,1.63,0,0,0,0,38.91,3.55,0.74,4.73,0,0,0,0.74,0,0.44,0.44
RC12-332,0.783,74.6,,0,28.841,0,0.95,31.14,3.92,12.5,0,3.5,0.42,9.53,0.21,0,2.33,0,0,0,9.75,1.91,1.59,5.3,0,0,0,0,0,0.21,16.74
RC12-333,0.8,76.167,-4233,0,28.837,0,2.43,1.7,0,7.54,3.41,3.41,0,0.73,0,0,0,0,0,0,51.34,9,0.73,17.27,0,0,0,0,0,0,2.43
RC12-335,6.233,71,-3314,0,28.735,0,0.69,10.25,0.69,4.38,0,0,0,33.64,0,0,0,0,0,0,11.29,0.69,1.5,2.53,0,0,0,0,0,0,34.33
RC12-339,9.133,90.033,-3010,0,28.339,0.41,4.07,20.93,0,21.75,1.22,0.81,2.03,8.03,0,0.41,2.03,0,0,0,20.12,4.47,3.25,9.65,0,0,0,0,0,0,0.81
RC12-339,9.133,90.033,-3010,0,28.339,0.68,2.85,22.6,0.34,18.72,0.34,1.03,1.37,12.79,0,0.34,0,0,0,0,14.84,7.42,2.17,4.91,0,0,0,0,0,0,9.59
RC12-340,12.7,90.017,-3012,0,28.433,0.83,5.79,12.77,0,18.09,1.06,5.79,2.84,6.5,0,2.13,0,0,0,0,16.43,10.99,3.19,6.03,0,0,0,0,0,0,7.57
RC12-340,12.7,90.017,-3012,0,28.433,0.44,2.77,18.4,0.22,16.63,1.11,6.54,3.66,13.41,0,0.67,0,0,0,0,9.31,6.54,4.1,3.44,0,0,0,0,0,0,12.75
RC12-341,13.05,89.583,-2988,0,28.505,0.58,5.34,18,0,21.49,1.28,4.76,2.9,7.9,0,1.28,0.35,0,0,0,13.24,9.18,2.9,4.41,0,0,0,0,0,0,6.39
RC12-342,15.05,88.633,-2840,0,28.44,0.41,1.63,3.41,0.41,18.66,2.32,8.45,2.04,6.81,0,3.68,0,0,0,0,23.02,17.3,2.72,6.81,0,0,0,0,0,0,2.32
RC12-343,15.167,90.567,-2666,0,28.339,0.24,5.29,0,0,17.21,0.6,8.78,7.58,4.93,0.84,1.2,0.24,0,0,0,25.03,13.72,0.84,8.18,0,0,0,0,0,0,5.29
RC12-343,15.167,90.567,-2666,0,28.339,0.91,0.52,6.23,0,10.78,1.82,11.69,5.45,10.78,0,5.45,0,0,0,0,18.83,11.3,2.73,5.84,0,0,0,0,0,0,7.66
RC12-344,12.767,96.067,-2140,0,27.966,0,0.3,27.23,1.7,7.51,0,1.7,1.9,21.12,0,0,0,0,0,0,9.41,1.1,2.5,2.2,0,0,0,0,0,0,23.32
RC12-347,9.333,93.333,-1533,0,28.192,0.61,0,40.63,0.41,4.71,1.02,0.61,0.61,10.34,0.41,0,0,0,0,0,15.86,0,1.23,5.53,0,0,0,0.2,0,0,17.81
RC12-350,6.55,111.22,-1950,0,28.58,0.43,0.43,0,5.16,0,0,5.16,0,18.17,0.43,0,1.72,0,0,0,21.72,0,0,14.3,0,0,0,0,0,0,32.47
RC12-365,23.95,126.18,-2787,0.01,26.37,1.05,15.29,39.58,1.8,15.29,0,2.7,3,13.94,6.45,0.15,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RC12-366,26.583,126.33,-1644,0.01,25.207,1.68,14.8,9.08,1.12,0,0.56,5.16,0,9.08,0.56,0,0,0,0,0,0,0.56,0,35.31,2.8,0,0.56,0,0,0.56,18.16
RC12-417,38.1,170.02,-3849,0.01,17.997,0,0.6,0,0,0,0,0,0,8.91,0,0.4,0,0,12.41,24.82,9.01,0,0,0,41.64,0,2,0,0,0,0.2
RC12-418,38.1,170.02,-3842,0.01,17.997,0.3,0,1.8,0,0,0.8,0,0,2.91,0,0,0,0,18.34,34.07,3.71,0,0,0,33.37,0,3.91,0,0,0.5,0.3
RC12-45,21.02,-115,,0.01,23.438,4.51,2.92,7.16,0.4,7.43,0.8,5.57,0,7.69,0.53,2.12,0,0.13,0.13,6.1,44.43,0.8,2.52,1.99,0.13,3.05,1.06,0,0,0.13,0.4
RC13-108,-3.12,-89.42,-3308,0.01,22.408,0,0,0.64,0,0.32,0,0.32,0.11,0.85,0.11,0.32,0,0,0,1.06,95.1,0.11,0.11,0.32,0,0,0,0,0,0,0.64
RC13-110,-0.097,-95.65,-3231,0.01,23.113,0,0,0.42,0,1.88,0,0,0.73,1.15,0,0.73,0,0.73,0,0,89.84,0.73,0.42,0.73,0,0,0,1.88,0,0,0.73
RC13-113,-1.652,-103.6,-3195,0.01,23.848,0.21,0,0.85,0,1.39,0,1.82,0,2.03,0,0.32,0,0,0.21,1.82,87.71,1.18,0.32,0.96,0,0,0,0,0,0,1.18
RC13-115,-1.652,-104.8,-3621,0.01,23.844,0.34,0,0.91,0,2.62,0.91,0,0.91,1.82,0,0,0,0,0,2.05,86.09,0.91,0.34,2.39,0.34,0,0,0,0,0,0.34
RC13-122,12.833,-107.2,-3517,0.01,27.761,0,0.92,2.77,0,0,0,0.55,0,8.67,0,1.29,0,0,0,0.55,76.38,0.55,0.92,6.83,0,0,0,0,0,0,0.55
RC13-136,4.978,-94.47,-3486,0.01,26.604,0.46,0,0,0,0,0.92,1.38,0,0,0,0.46,0,0,0,0.92,92.94,0.92,0,1.99,0,0,0,0,0,0,0
RC13-138,1.855,-96.81,-2655,0.01,23.908,0,0.33,4.34,0,2.82,0,1.63,0,6.3,0,0.33,0.54,0,0.22,4.34,67.86,0,2.28,0,0,0,0,0,0,0.54,8.47
RC13-140,-2.865,-87.75,-2246,0.01,22.492,0,2.16,6.12,0,3.6,0.36,4.32,0,9.35,0,1.08,0,0,0,0.72,55.52,1.08,0.36,1.44,0,0,0,0,0,0.36,13.55
RC13-158,13.178,-79.83,-3016,0,27.743,3.18,0.68,53.86,0,21.48,0,2.16,0.68,0,0,0,1.82,0,0,0,6.02,0,0,0,0,0.34,0.68,0.34,0,0,8.75
RC13-17,19.087,-170.1,-3374,0.1,27.348,1.18,10.59,34.12,0,11.76,3.53,4.71,7.06,0,0,0,1.18,0,0,0,2.35,2.35,0,0,2.35,5.88,8.24,0,0,0,4.71
RC13-189,1.863,-30,-3233,0,26.871,0.92,0,43.02,0.34,29.29,0.69,4.81,0,0,0.69,0.69,1.95,0,0,0,0.92,0,0,3.55,0,0,0,0,0,1.6,11.56
RC13-190,1.783,-25.43,-3797,0,26.532,0.88,0.33,42.12,0.88,24.18,0,4.7,1.2,0,1.2,0.88,2.08,0,0,1.2,4.38,0,0,2.63,0,0,0.33,1.2,0,0.33,11.49
RC13-195,4.583,-10.05,-2536,0,27.395,1.09,0,36.13,1.09,28.29,0.65,2.39,4.13,1.09,0,0,0.33,0,0,0,6.53,0,0,1.41,4.46,0,0,1.74,0,0.65,10.01
RC13-196,3.705,-7.722,-3734,0.04,27.171,1.34,0,34.23,1.34,32.21,0.34,3.02,1.01,0.34,0,0.67,2.35,0,0,0,7.27,0,0,2.01,5.59,0.67,0,0.34,0,0,7.27
RC13-197,4.517,-0.717,-2904,0,27.14,0,0,33.69,0.85,24.95,0,3.2,1.07,1.81,0.32,0,1.6,0,0,0,11.94,0,0,0.32,11.73,0,0,3.2,0,0.32,5.01
RC13-199,2.023,2.647,-4393,0,26.976,1.86,1.2,11.85,0,17.58,1.2,1.86,0.67,0,1.2,0.67,0,0,0,0,46.87,0,0,4.39,9.32,0,0,0.67,0,0,0.67
RC13-209,-8.197,-8.222,-4296,0,24.846,2.1,0,47.31,0.7,16,0,4.56,0.35,0,0.7,0.35,2.8,0,0,0.7,8.41,0,0,4.21,1.05,0,0,1.75,0,0.7,8.29
RC13-210,-9.142,-10.61,-3658,0,24.774,0.89,0.89,43.62,0,23.97,0,6.33,0.55,0.33,0,0,2.33,0,0,0.55,5.11,0,0,3.11,1.66,0,0.89,1.11,0,0.33,8.32
RC13-229,-25.49,11.307,-4191,0,17.786,2.13,0,1.83,0,0.41,0,0.41,0,1.42,0,1.12,0,0,2.13,21.22,41.42,0,0,0,25.58,0,0.41,0.41,1.12,0,0.41
RC13-242,-37.54,-3.587,-4266,0.02,15.523,0.4,0,0,0,0,0,0,0,35.86,2.7,0.4,0,3.1,0.4,18.18,10.39,0,0,0,18.48,6.59,0,0,1.2,0.4,1.9
RC13-253,-46.6,7.625,-2494,0,5.69,0,0,0,0,0,0,0,0,30.23,0.41,0,0,9.22,43.55,0.41,0.72,0,0,0,9.63,2.56,0,0,0,0,3.28
RC13-253,-46.6,7.625,-2494,0,5.69,0,0,0,0,0,0,0,0,30.53,0.41,0,0,9.22,43.34,0.41,0.72,0,0,0,9.53,2.56,0,0,0,0,3.28
RC13-275,-50.717,13.433,-1984,0,1.934,0,0,0,0,0,0,0,0,0.91,0,0,0,2.23,94.12,1.82,0,0,0,0,0.3,0,0,0,0,0,0.61
RC13-275,-50.717,13.433,-1984,0,1.934,0,0,0,0,0,0,0,0,0.91,0,0,0,2.23,95.04,0.91,0,0,0,0,0.3,0,0,0,0,0,0.61
RC14-29,-10.92,88.315,-2869,0,27.673,0,3.43,36.06,2.1,18.36,0.66,1.77,2.43,3.87,0,0,1.44,0,0,0,8.63,1,1.44,2.43,0,0,0,0.33,0,1.44,14.6
RC14-31TW,-9.025,88.57,-3862,0,27.951,0,10.09,17.56,0,25.53,1.25,7.97,1.74,3.24,0,0.62,0,0,0,0,14.2,5.98,1.49,5.35,0,0,0,0.62,0,0.25,4.11
RC14-33TW,-2.38,90.015,-3813,0,28.886,0.54,2.05,27.83,0,12.84,0,4.31,2.27,8.95,0.22,0,0,0.22,0,0,12.08,3.88,2.27,4.85,0,0.22,0,0,0,0.22,17.26
RC14-34TW,-2.287,90.137,-4091,0,28.886,0.61,0.85,20.8,0.24,14.48,0,4.14,0.61,11.07,0,0,0,0,0,0,15.33,5.84,1.7,9.73,0,0.24,0.24,1.34,0,0.24,12.53
RC14-35,-0.833,89.95,-3021,0,28.804,0.65,2.48,39.55,1.19,16.49,0,4.53,2.48,3.66,0,0.97,1.19,0,0,0,8.19,2.48,0.65,3.34,0,0,0,0,0,0.32,11.85
RC14-35TW,-0.833,89.95,-3021,0,28.804,1.75,2.18,35.37,1.42,16.81,0,4.69,2.84,4.69,0,0,0.33,0,0,0,9.61,2.84,2.18,4.26,0,0,0,0,0,0.33,10.7
RC14-35TW,-0.833,89.95,-3021,0,28.804,0,2.62,40.38,1.46,15.9,0,5.86,3.24,3.56,0,0,0.31,0,0,0,7.95,3.87,2.09,3.56,0,0,0,0,0,0.63,8.58
RC14-36,0.465,89.995,-3076,0,28.85,0.63,1.47,38.36,1.68,17.4,0.21,4.3,2.31,4.51,0.21,0,1.05,0,0,0,5.14,3.46,1.89,4.09,0,0,0,0,0,0.42,12.89
RC14-37TW,-1.467,90.167,-2226,0,28.799,0.32,1.7,37.91,3.19,12.03,0,5.75,3.73,4.58,0.85,0.32,0.53,0,0,0,8.95,1.7,4.05,6.6,0,0,0,0,0,0.85,6.92
RC14-37TW,-1.467,90.167,-2226,0,28.799,0,1.29,35.02,3.23,14.01,0.54,7,3.23,4.2,0,0,0.97,0,0,0,11.53,3.23,1.72,4.74,0,0,0,0.22,0,0,9.05
RC14-39,-5.857,90.52,-2952,0,28.468,0.56,4.51,21.9,0,17.38,0.56,3.5,1.02,10.05,0,0.23,0,0,0,0,17.38,4.06,1.69,9.82,0,0,0,0,0,0,7.34
RC14-39TW,-5.857,90.52,-2952,0,28.468,0.21,1.68,32.6,0,13.04,0,3.68,1.26,13.77,0.42,0,0,0,0,0,12.62,2.31,1.68,6.2,0,0,0,0,0,0.21,10.3
RC14-44TW,-5.967,102.45,-1739,0,28.416,0,1.92,26.01,0,14.5,0,2.45,1.6,16.95,0.32,0.32,0.32,0,0,0,16.63,0.53,0.53,10.13,0.32,0,0.32,0,0,0.32,6.82
RC14-79TW,8.9,116.3,-706,0,28.813,3.86,1.99,0,3.86,0,0,20.31,0,8.72,0,0,1.99,0,0,0,22.3,0,0,10.71,0,0,1.99,1.99,0,3.86,18.43
RC14-92,26.1,123.68,-134,0.01,24.841,0,1.21,23.64,0,8.59,0,0.4,0,20.2,0,0,0,0,0,0,28.89,0,0.2,16.26,0,0,0,0.61,0,0,0
RC14-93,26.833,126.35,-1798,0.01,25.207,1.63,6.12,19.98,1.63,5.3,0.31,3.77,0.61,9.17,2.85,0.31,0.31,0,0,0.31,11.11,0,0,14.98,0,0,0,0.2,0,0,21.41
RC14-94,28.65,130.93,-3072,0.01,24.695,0.64,0.64,31.36,0.64,3.92,0.64,0,0,5.19,0.64,1.27,0,0,0.64,0,13.14,0,0,13.14,11.76,0,2.01,0,0,0,14.41
RC14-97,33.467,137.98,-3261,0.01,22.364,0.21,0.51,5.36,0,2.06,0.21,0.51,0,15.35,1.44,0.51,0,0,0,18.64,15.86,0,0,7.42,27.7,0,0.51,0,0,0,3.71
RC15-115,-49.6,-47.57,-2642,0,6.831,0,0,0,0,0,0,0,0,23.49,0,0,0,0.6,47.19,1.71,1.61,0,0,0,20.98,3.31,0,0,0,0,1.1
RC15-143,-33.57,-49.03,-2945,0,20.538,0.21,0.84,33.89,1.15,2.82,0,2.62,2.62,4.18,12.34,0.21,0,0,0,0.21,0,0,0,0,12.13,2.41,4.18,0,4.18,2.41,13.6
RC15-145,-29.22,-45.47,-3380,0,22.219,1.68,0.32,44.16,1.68,4.63,0,3.15,2.84,2.84,3.68,0.53,0.53,0,0,0,0.32,0,0,0,7.78,0.32,3.68,0,2,2.63,17.25
RC15-151,-24.69,-40.583,-2711,0,23.992,1.29,2.58,52.95,3.44,3.87,0,3.01,5.37,0.64,0.64,1.07,2.58,0,0,0.21,0,0,0,0.21,0.43,0,2.15,0,0.21,0.86,18.47
RC15-91,-49.92,-15.57,-3775,0,3.874,0,0,0,0,0,0,0,0,7.51,0,0,0,0.71,57.91,0.61,0.71,0,0,0,32.15,0.41,0,0,0,0,0
RC15-91,-49.92,-15.57,-3775,0,3.874,0,0,0,0,0,0,0,0,7.5,0,0,0,0.71,58.05,0.3,0.71,0,0,0,32.22,0.51,0,0,0,0,0
RC15-93,-46.1,-13.23,-2714,0,6.015,0,0,0,0,0,0,0,0,20.12,1.11,0,0,16.5,40.14,2.52,2.21,0,0,0,12.07,1.41,0.3,0,0,0,3.62
RC15-93,-46.1,-13.23,-2714,0.03,6.015,0,0,0,0,0,0,0,0,20.04,1.11,0,0,16.72,40.08,2.52,2.22,0,0,0,12.08,1.41,0.3,0,0,0,3.52
RC15-94,-42.98,-20.86,-3762,0,10.009,0.3,0,0,0,0,0,0,0,53.96,0.3,0,0,2.03,1.73,2.03,2.74,0,0,0,22.15,11.38,0.3,0,1.02,0,2.03
RC17-101,-12.38,61.617,-2665,0,27.283,0.62,3.53,24.3,0.31,15.16,0,6.13,8.1,2.91,0.62,1.66,1.66,0,0,0,6.85,0,2.6,6.44,0,0,0,0,0,1.66,17.45
RC17-102,-12.85,59.872,-3470,0,27.138,1.74,1.74,26.66,0.61,19.41,0,4.09,4.9,2.86,0.31,0,0.31,0,0,0.31,6.64,1.43,1.12,6.13,0,0.31,0,0,0,1.43,20.02
RC17-103,-13.61,59.638,-3912,0,26.945,0.93,2.48,33.33,1.24,13.15,0.62,3.11,3.73,3.73,0,1.24,0,0,0,0.93,6.21,1.24,1.86,5.9,0,0,0,0,0,0.62,19.67
RC17-104,-15.59,58.852,-3834,0,26.451,0.9,0.9,30.72,0.9,11.95,0,4.22,5.92,3.92,1.2,0.6,2.11,0,0,0,5.92,0.3,0,3.92,0,0,0,0,0,0.6,25.9
RC17-105,-16.23,58.633,-2500,0,26.182,0.5,4.33,35.81,1.61,13.98,0.3,4.63,6.24,2.92,2.11,0,1.91,0.3,0,0.3,5.94,0,0.5,2.72,0,0,0,0,0,0.8,15.09
RC17-110,-2.807,61.203,-4395,0,28.576,0,4.36,27.56,0,11.97,0,4.74,2.12,1.87,0,1.87,1.12,0,0,2.87,22.82,0.75,5.49,5.49,0,0,1.5,0.37,0,0.75,4.36
RC17-113,15.033,66.097,-3874,0,27.736,1.55,2.38,40.37,0,12.73,0.83,2.07,2.59,4.14,0.31,1.55,0.31,0,0,0.31,8.9,0,0,10.46,0,0,0.52,0,0,0.52,10.46
RC17-114,19.193,66.29,-2967,0,27.222,0.78,1.78,23,0,17.67,0,3.56,1.78,4,0.33,0.33,0,0,0,0,7.89,1.44,0,5.78,0,0,0.33,0,0,0.78,30.56
RC17-116,21.472,67.298,-2195,0,27.018,1.32,0.31,21.87,3.36,2.34,0,0.71,1.73,13.53,12.11,0,2.03,0,0,0,1.32,0,0.31,2.75,0.31,0,0,0,0,0,36.01
RC17-121,14.763,70.058,-3481,0,28.465,0,2.31,15.15,1.15,16.31,2.31,4.62,0,5.77,0,3.46,3.46,0,0,0,18.61,2.31,8.23,11.69,0,0,0,0,0,0,4.62
RC17-123,12.858,70.255,-3581,0,28.62,0,0.89,11.03,0,15.21,0.89,11.03,4.18,8.49,0.89,3.42,4.18,0,0,0,11.03,4.18,5.07,11.03,0,0,0,0,0,0,8.49
RC17-125,9.582,72.763,-1734,0,28.726,1.68,1.36,28.23,8.08,8.81,0,5.25,5.56,7.24,0,1.36,1.68,0,0,0.31,5.77,0.52,4.72,3.57,0,0,0,0,0,0.31,15.53
RC17-126,7.28,72.805,-1743,0,28.707,0.32,0,24.16,2.74,6.65,0.84,3.38,5.27,11.92,0.32,0.84,3.59,0,0,0,7.81,1.37,3.38,5.27,0,0,0,0,0,0.53,21.62
RC17-127,5.89,76.2,-2281,0,28.641,0.32,2.15,21.29,1.18,6.99,0,3.33,2.69,15.16,0,0.32,1.18,0,0,0,12.47,3.98,3.66,4.52,0,0,0,0,0,0.97,19.78
RC17-132,-0.862,84.558,-4496,0,28.598,0,1.68,8.66,0,0,12.85,3.35,0,2.51,0,0,0,0,0,0,55.59,0,0,12.01,0,0,0,0,0,0,3.35
RC17-142,7.432,85.325,-3781,0,28.407,0,6.31,10.47,0,14.23,0.81,2.55,1.74,2.55,0,0,0,0,0,0,29.4,9.66,2.15,10.07,0,0,0,0,0,0,10.07
RC17-144,6.495,93.535,-1692,0,28.494,0.61,0.72,21.14,2.15,4.9,0.1,2.15,0.61,22.37,1.12,0,4.7,0,0,0,13.48,0.92,1.33,9.3,0,0,0,0,0,0.1,14.3
RC17-145,6.397,96.262,-1086,0,29.002,0,0.61,32.46,1.72,6.77,0.2,1.62,1.42,16.18,0.3,0,2.43,0,0,0,14.46,1.11,1.62,1.72,0,0,0,0,0,0,17.39
